date,fund_growth,benchmark_growth,fund_minus_benchmark
2024-03-19,656.9163477310005,341.8544865430577,315.06186118794284
2024-03-20,672.2799343903773,339.9681624893515,332.3117719010258
2024-03-21,677.5833788955714,349.28846599403244,328.29491290153896
2024-03-25,669.1634773100055,349.51039476222735,319.6530825477782
2024-03-26,663.7506834335703,349.732288292447,314.01839514112334
2024-03-27,664.7348277747403,349.84325267654447,314.89157509819586
2024-03-28,679.114270092947,348.1789278669837,330.93534222596327
2024-04-01,696.2821213778021,349.28846599403244,346.9936553837697
2024-04-02,702.0229633679606,354.28147566069003,347.7414877072706
2024-04-08,697.3209404045928,353.83765336227543,343.48328704231733
2024-04-09,689.7211591033351,362.270277032152,327.4508820711831
2024-04-10,689.119737561509,361.7155255876153,327.4042119738938
2024-04-11,698.5784581738656,360.60595222259127,337.9725059512743
2024-04-15,659.8141060688902,355.0581911113969,304.75591495749325
2024-04-16,679.9343903772553,345.4050296923989,334.52936068485644
2024-04-17,688.7370147621651,349.28846599403244,339.4485487681327
2024-04-18,655.6588299617277,352.7280799972514,302.9307499644763
2024-04-22,629.9070530344451,333.8656499336205,296.0414031008246
2024-04-23,663.2586112629853,337.08333516864457,326.1752760943407
2024-04-24,649.2072170585019,346.9583901178622,302.2488269406397
2024-04-25,668.6714051394205,340.6339840319115,328.037421107509
2024-04-29,674.9589939857846,352.3952573209096,322.56373666487497
2024-05-02,672.7173318753418,346.5145678194477,326.2027640558941
2024-05-06,668.726079825041,353.28286667976346,315.4432131452775
2024-05-07,677.8567523236742,355.28008464161655,322.57666768205763
2024-05-08,667.249863313286,356.61158677483553,310.6382765384505
2024-05-09,658.6112629852379,356.1677292384457,302.4435337467922
2024-05-13,666.3203936577365,362.38124141624945,303.9391522414871
2024-05-14,666.6484417714598,364.82228167651715,301.8261600949427
2024-05-15,672.5533078184801,369.81525610519947,302.73805171328064
2024-05-16,673.5921268452706,371.59058053683293,302.0015463084377
2024-05-20,664.1334062329142,371.0357586163457,293.09764761656857
2024-05-21,672.4986331328595,370.59197155590635,301.9066615769531
2024-05-22,682.7227993439038,377.2493412701,305.47345807380384
2024-05-23,693.1656642974303,380.13416859080695,313.0314957066234
2024-05-27,715.090213231274,383.79571136222086,331.29450186905314
2024-05-28,712.5751776927284,384.3504628067576,328.2247148859708
2024-05-29,700.6560962274467,379.13559484785566,321.52050137959105
2024-05-30,687.8075451066156,372.5891542797842,315.2183908268314
2024-06-03,690.4319300164025,376.2507322891734,314.18119772722906
2024-06-04,695.0792782941498,370.2591488795645,324.8201294145853
2024-06-05,700.4373974849645,373.8096920289057,326.62770545605883
2024-06-06,699.6719518862767,386.5696095368056,313.1023423494711
2024-06-11,717.167851284855,384.5723915749525,332.5954597099025
