index,date,strategy_equity,benchmark_equity
419,2018-02-08,150.94692180425113,136.85451495631938
420,2018-02-09,149.700131257348,134.22270167802645
421,2018-02-12,148.83296810791057,135.32639508128275
422,2018-02-21,155.8754385125534,138.3826930311935
423,2018-02-22,155.6419229993639,137.53372368795786
424,2018-02-23,156.6383898017704,139.2316873172166
425,2018-02-26,156.86678942299073,139.9108461632801
426,2018-02-27,157.40197959026892,139.82594091469406
427,2018-03-01,158.54088482122856,138.8071610742863
428,2018-03-02,157.16111326388437,137.78841449092855
429,2018-03-05,155.57180042399582,137.10921407355258
430,2018-03-06,157.18785719859622,139.4863614916623
431,2018-03-07,156.44365246077342,138.89207463713487
432,2018-03-08,158.53119600772592,140.50513301780754
433,2018-03-09,160.07484697960749,140.6748936294047
434,2018-03-12,161.88649795657338,142.8822471788673
435,2018-03-13,164.1226473775779,144.2405648709943
436,2018-03-14,163.0872016102735,143.13692966757546
437,2018-03-15,163.70984474922088,143.0520244189894
438,2018-03-16,163.7844474278586,142.45775419298695
439,2018-03-19,164.4070369141712,142.3728323158759
440,2018-03-20,163.45668058911386,142.28796032433982
441,2018-03-21,165.18515862357867,142.3728323158759
442,2018-03-22,164.43044729771242,141.86345070993454
443,2018-03-23,161.4168076729774,139.4014562430762
444,2018-03-26,161.3072388765126,139.57125842598583
445,2018-03-27,162.84653126411996,141.60878484975134
446,2018-03-28,161.1607401255321,139.65614704604693
447,2018-03-29,161.65702234978434,139.40145624307624
448,2018-03-30,162.51027464211344,140.6748936294047
449,2018-04-02,161.87035094458832,139.65614704604693
450,2018-04-03,161.14225557548534,138.3826930311935
451,2018-04-09,161.00229382782632,139.57125842598586
452,2018-04-10,161.6671185969339,140.08062340340223
453,2018-04-11,162.74984652160413,140.67489362940466
454,2018-04-12,162.5096079835651,140.08062340340223
455,2018-04-13,162.43795145295664,140.08062340340223
456,2018-04-16,161.76405502780918,139.74105229463296
457,2018-04-17,159.53849997966503,138.21289084828385
458,2018-04-18,160.17287581035774,138.55252015689055
459,2018-04-19,160.70829050831728,140.33533914916035
460,2018-04-20,158.39215359043257,137.10921407355252
461,2018-04-23,155.24262655117238,135.75086312437554
462,2018-04-24,153.30588812896704,135.07172090683702
463,2018-04-25,153.69834742771852,134.64718634964424
464,2018-04-26,152.85982097995677,134.22270167802643
465,2018-04-27,153.74556300867616,134.47740910952209
466,2018-04-30,154.33861713299598,135.83576005869907
467,2018-05-02,155.4411554438676,134.81699684681632
468,2018-05-03,154.63842710534215,133.37376559184077
469,2018-05-04,154.26409921241145,134.05293275216675
470,2018-05-07,155.8180622059307,134.98682397251343
471,2018-05-08,157.02880155934662,135.8357600586991
472,2018-05-09,157.30478390720796,136.59984078187364
473,2018-05-10,158.24295722867808,136.93943683343036
474,2018-05-11,159.3413264282498,138.55252015689052
475,2018-05-14,161.63234579162585,140.08062340340217
476,2018-05-15,160.2186299868569,138.6373838341641
477,2018-05-16,160.424388808683,138.80716107428623
478,2018-05-17,159.8949892750747,137.87331973951453
479,2018-05-18,160.3208883238361,137.44880181084673
480,2018-05-21,161.93937068728698,139.31655930875257
481,2018-05-22,162.1395617538251,138.80716107428623
482,2018-05-23,161.26903557312727,138.12796897117275
483,2018-05-24,162.02806344247543,138.46758165125448
484,2018-05-25,162.21223498205077,138.97697988572085
485,2018-05-28,162.25898866453485,139.57125842598577
486,2018-05-29,162.68624104397583,138.97697988572085
487,2018-05-30,160.58800630296417,136.51492721902508
488,2018-05-31,161.5561433817352,137.10921407355252
489,2018-06-01,162.98987870528873,138.12796897117278
490,2018-06-04,165.11089246886104,140.25041727204933
491,2018-06-05,165.22421461968534,140.0806234034022
492,2018-06-06,167.56729565396117,141.43900760962916
493,2018-06-07,167.55879196506163,141.69365684128738
494,2018-06-08,166.6197432148953,140.16554528051324
495,2018-06-11,166.92456274075388,140.33533914916038
496,2018-06-12,166.29405122398026,140.0806234034022
497,2018-06-13,166.79302239251498,140.92962600368782
498,2018-06-14,164.82876152585774,138.80716107428628
499,2018-06-15,165.6848345882781,139.14674881158052
500,2018-06-19,163.23613236629348,136.85451495631935
501,2018-06-20,162.66291981400454,138.38269303119344
502,2018-06-21,162.62394220088686,137.95820004531313
503,2018-06-22,160.76382958781204,137.7884144909285
504,2018-06-25,160.12916613779052,137.36398801914814
505,2018-06-26,159.42965864481326,137.02433376775394
506,2018-06-27,159.04719435868856,136.51492721902508
507,2018-06-28,158.01720690483236,135.92067362154762
508,2018-06-29,160.52574041161083,138.29777946834486
509,2018-07-02,158.59915854711926,137.61859567949386
510,2018-07-03,157.45081362710357,137.78841449092846
511,2018-07-04,157.041444719068,138.2128908482838
512,2018-07-05,154.51932539051984,137.1092140735525
513,2018-07-06,156.10046818865402,137.44880181084676
514,2018-07-09,157.26492697111723,139.65614704604684
515,2018-07-10,159.50338215995353,139.9957347833411
516,2018-07-11,158.47613435798726,138.7222558257002
