rebalance_date,rank,symbol,name,score,residual_z,momentum,volatility
2024-06-11,14,2344.TW,華邦電,1.2213588639856234,-1.276574505948093,-0.01833528004873297,0.3253219596360874
2024-06-11,15,2002.TW,中鋼,1.1954579064630404,-1.2740298782336004,-0.15972675820896787,0.151117375982807
2024-06-11,16,3037.TW,欣興,1.1342805819376738,-1.1820493172255082,0.040158010963450286,0.4121602608336128
2024-06-11,17,2368.TW,金像電,1.1060473660004846,-0.979049008021524,0.5802469168079651,0.5072537526921818
2024-06-11,18,2382.TW,廣達,1.04434047134623,-0.6214722681571023,1.44085131466537,0.5428650462916776
2024-06-11,19,3231.TW,緯創,1.042595015483654,-0.8722504900744869,0.7273672754274878,0.5615601399363566
2024-06-11,20,2324.TW,仁寶,0.8564790578590333,-0.788080617093062,0.35272793138637204,0.36704223479505965
2024-06-11,21,2376.TW,技嘉,0.8242438665331595,-0.6594127440418464,0.7086416968720655,0.5546231427593983
2024-06-11,22,3653.TW,健策,0.7606400263918204,-0.5877371925118015,0.6920787323835749,0.4621648163615485
2024-06-11,23,2449.TW,京元電子,0.7478708475789766,-0.5175951391580154,0.8434577199675752,0.43289662378460103
2024-06-11,24,3711.TW,日月光投控,0.7047454947558167,-0.5547665364233152,0.5550628598555967,0.2952869507797158
2024-06-11,25,3189.TW,景碩,0.6987738213165051,-0.7869871981716733,-0.14505028480467919,0.2496385144902033
2024-06-11,26,3034.TW,聯詠,0.6838295799536932,-0.5199105650274132,0.5917911146398249,0.28805250131772453
2024-06-11,27,3533.TW,嘉澤,0.612233289494182,-0.4007654814703001,0.7859996715949307,0.4242138468956256
2024-06-11,28,2383.TW,台光電,0.6080581840236822,-0.26404409110736904,1.2048999910313687,0.5180060262977729
2024-06-11,29,9910.TW,豐泰,0.5705109257569251,-0.6131584735524148,-0.007631120856611107,0.2665110366378394
2024-06-11,30,3105.TWO,穩懋,0.570039664320433,-0.6591092576872537,-0.09917106507692308,0.3623981372659849
2024-09-10,1,1326.TW,台化,3.709763122663925,-3.872667893691003,-0.37047465136939983,0.22159095365191894
2024-09-10,2,1301.TW,台塑,2.5579490338429793,-2.7348186150964717,-0.4251239234970968,0.1871747201967239
2024-09-10,3,1303.TW,南亞,2.3998386510583343,-2.5742856092346793,-0.39619023398584063,0.23853584187533877
2024-09-10,4,2885.TW,元大金,1.6258706133683989,-1.5604488616068302,0.2833222770982966,0.22494030148556732
2024-09-10,5,1101.TW,台泥,1.3278570952272986,-1.3783544574003417,-0.07669605185586126,0.15769162682327695
2024-09-10,6,2308.TW,台達電,1.1393204400283197,-1.1626559485062218,0.07808753332654828,0.3377743009479595
2024-09-10,7,2356.TW,英業達,1.0813330200240605,-1.2145793550455646,-0.2038185169199911,0.4127323606633802
2024-09-10,8,2408.TW,南亞科,1.0653312628510954,-1.2209436765105517,-0.29801828798476093,0.34204008576526623
2024-09-10,9,2891.TW,中信金,1.000661206551598,-0.8828958803731981,0.4383586641964443,0.23773470860237034
2024-09-10,10,2395.TW,研華,0.9073076353252347,-0.958760390243481,-0.04399746392358761,0.24035761696660432
2024-09-10,11,2002.TW,中鋼,0.9019057757221713,-1.0009958296169386,-0.21262416035669385,0.16447731846616237
2024-09-10,12,6669.TW,緯穎,0.8592433911963593,-0.9113354194599961,0.08927023492940167,0.5555774032595161
2024-09-10,13,3017.TW,奇鋐,0.7486560851591332,-0.6221160384414893,0.6290288237743924,0.6241336106892894
2024-09-10,14,3481.TW,群創,0.7012167998834825,-0.7908859603924211,-0.09921809940743542,0.36628550477557437
2024-09-10,15,6239.TW,力成,0.7000227197310133,-0.6012520211159704,0.44026357133494254,0.36881034234791393
2024-09-10,16,3533.TW,嘉澤,0.6029639981659639,-0.43022686700879803,0.6955864233692823,0.47145411348055216
2024-09-10,17,8046.TW,南電,0.5950278667201461,-0.805363116502184,-0.45330832592575154,0.3445155713868331
2024-09-10,18,2382.TW,廣達,0.5865826994314303,-0.6277544516576233,0.08473520387519962,0.4721938238834196
2024-09-10,19,2449.TW,京元電子,0.580671057621722,-0.46201750735279035,0.5369479579039083,0.4618548999829084
2024-09-10,20,2344.TW,華邦電,0.5681975620073562,-0.6604322305271632,-0.1287553117128073,0.3144687294688291
2024-09-10,21,2615.TW,萬海,0.4629704169713452,-0.3055003939718908,0.6612592744825523,0.4931381537962592
2024-09-10,22,2454.TW,聯發科,0.44438663387212446,-0.2753626240157015,0.6538788723019509,0.3988906363283985
2024-09-10,23,4938.TW,和碩,0.4393456788859961,-0.36902658465043875,0.3166514177654409,0.2700593465489797
2024-09-10,24,3231.TW,緯創,0.41546983408294125,-0.5135838229623376,-0.09458889910349566,0.4333858279544861
2024-09-10,25,3037.TW,欣興,0.3935411173337068,-0.5221976155979586,-0.17926048561376717,0.43943552199622254
2024-09-10,26,2317.TW,鴻海,0.2935583049867563,-0.12628742297720263,0.6334283212015579,0.3628602027399439
2024-09-10,27,2609.TW,陽明,0.24781279765547926,-0.14340457543967924,0.486913877704908,0.4400775665394518
2024-09-10,28,2330.TW,台積電,0.20071131310463136,-0.01458123279795314,0.6694165625575026,0.32110477725631775
2024-09-10,29,3324.TWO,雙鴻,0.12934179467588655,0.1606337558035054,1.093525850185903,0.6183899805711609
2024-09-10,30,2603.TW,長榮,0.11125516355284751,0.10412928781143604,0.794156127113604,0.4171346208365188
2024-12-13,1,2317.TW,鴻海,2.2151461041911316,-1.9622288641084258,0.8861788309147742,0.381635671583101
