portfolio,weights,invested,ending_value,gain,return_on_invested,cagr,volatility,sharpe,max_drawdown
Grid_SP030_TW035_AZ035,"sp500 30%, 0050 35%, allianz 35%",1000000.0,10262395.607235186,9262395.607235186,9.262395607235186,0.26247233738467113,0.1762800530261934,1.8419286213697423,-0.2762418077454837
Grid_SP045_TW005_AZ050,"sp500 45%, 0050 5%, allianz 50%",1000000.0,10261022.827778304,9261022.827778304,9.261022827778303,0.26245543233728297,0.1845953656901173,1.7671363237645108,-0.2744350346532394
Grid_SP005_TW080_AZ015,"sp500 5%, 0050 80%, allianz 15%",1000000.0,10209555.249897568,9209555.249897568,9.209555249897567,0.2618201633430688,0.20198188440958909,1.628086555430406,-0.3258781988447713
Grid_SP025_TW045_AZ030,"sp500 25%, 0050 45%, allianz 30%",1000000.0,10198811.415118005,9198811.415118005,9.198811415118005,0.2616871877157432,0.1781445696483379,1.8198251869111672,-0.28490162020647725
Grid_SP020_TW055_AZ025,"sp500 20%, 0050 55%, allianz 25%",1000000.0,10103909.595691567,9103909.595691567,9.103909595691567,0.26050708904731,0.18228237870264424,1.7757540623139478,-0.29366895543422444
Grid_SP000_TW090_AZ010,"sp500 0%, 0050 90%, allianz 10%",1000000.0,10009447.498976942,9009447.498976942,9.009447498976941,0.2593225109114161,0.2122402523401799,1.5462493223532308,-0.33837588134686525
Grid_SP015_TW065_AZ020,"sp500 15%, 0050 65%, allianz 20%",1000000.0,9978547.032619454,8978547.032619454,8.978547032619455,0.25893282717658095,0.1885438696055261,1.7141123434965888,-0.3025375703152642
Grid_SP040_TW020_AZ040,"sp500 40%, 0050 20%, allianz 40%",1000000.0,9847799.490915095,8847799.490915095,8.847799490915095,0.2572718663046065,0.17518986934693434,1.8210907969079873,-0.26957084830279165
Grid_SP045_TW010_AZ045,"sp500 45%, 0050 10%, allianz 45%",1000000.0,9837268.543763401,8837268.543763401,8.8372685437634,0.2571372235917391,0.17878454048425135,1.7872907702295868,-0.2748974169326852
Grid_SP035_TW030_AZ035,"sp500 35%, 0050 30%, allianz 35%",1000000.0,9827543.038104536,8827543.038104536,8.827543038104537,0.25701276353904756,0.17392416743355613,1.8314496667800793,-0.26606264397064316
Grid_SP010_TW075_AZ015,"sp500 10%, 0050 75%, allianz 15%",1000000.0,9823854.670942154,8823854.670942154,8.823854670942154,0.2569655334687282,0.19672636639806515,1.6402583944466742,-0.31294224657076597
Grid_SP050_TW000_AZ050,"sp500 50%, 0050 0%, allianz 50%",1000000.0,9796067.494730972,8796067.494730972,8.796067494730972,0.25660920084468586,0.18457215608147032,1.7339736726811532,-0.2802572314124744
Grid_SP030_TW040_AZ030,"sp500 30%, 0050 40%, allianz 30%",1000000.0,9776668.446106842,8776668.446106842,8.776668446106841,0.25635989495166367,0.17503796446241068,1.8169204559703367,-0.2731262958826395
