index,strategy_equity,benchmark_equity
453,221.22607008736662,182.14679398062367
454,222.1509402350541,183.63807663862943
455,225.58442997798102,184.24816306724225
456,221.76885355246475,182.6890612498413
457,223.06196216956207,184.04484859202861
458,227.4431431625442,186.8241471004838
459,230.28090706981732,187.4342335290966
460,227.62460178209466,187.02750924335473
461,224.96120703094624,185.94290320343356
462,226.58096845593133,185.94290320343356
463,225.4302503561686,186.95966625013097
464,227.65572851431494,188.51887531976078
465,228.3979840208626,188.78999703745527
466,227.31048446860777,189.12894983145927
467,230.10746988695283,188.7899970374553
468,226.55911060089713,187.09528073509267
469,225.33877987256673,186.959666250131
470,231.5133263105588,188.65438255249362
471,237.16584423482806,191.43372872860607
472,236.98677414858776,191.50148830342965
473,236.5903890502372,190.3491107717706
474,237.5619708209062,190.62025632329372
475,229.4983802335047,187.43423352909667
476,226.40913877568119,185.80732446921488
477,219.6718078291361,184.04484859202867
478,222.50473695686054,185.67173381808183
479,229.59646820482067,188.99334726341192
480,221.348065500381,187.70540291444846
481,209.07766780812338,180.65542790421776
482,202.0751526765502,175.4357121798255
483,201.82057085394683,172.85978773115556
484,203.83205278067192,174.82566150195564
485,199.17173223580332,171.50400038896828
486,213.03525095617633,179.36745972142566
487,209.5251338124475,178.14723919654278
488,208.93398056522776,176.9270782562315
489,213.4732908642183,179.43525504699218
490,213.5646977279842,179.16407374472607
491,219.63146124527975,182.21455355544734
492,219.03208526691984,182.35013228966605
493,217.21562645330678,181.06215218995962
494,220.86528841449586,184.11263200068086
495,225.13481709468832,185.87514362861
496,224.2648732371712,186.68858028317942
497,222.2888556421014,186.68858028317942
498,225.32797822331514,186.55298963204638
499,223.83586324202076,185.6717338180818
500,222.23602622208742,186.14624151247588
501,221.6808691162573,185.06165930638332
502,219.45310909329203,183.70588388111034
503,222.92721238591898,186.55298963204635
504,224.04325916256363,187.23088330314
505,226.43788561377156,188.247670183666
506,225.23672825458794,188.04431995770938
507,225.40874320522053,187.5020407715774
508,222.72360954321152,187.0952807350926
509,217.46229966623412,182.6212659242748
510,216.19426158058945,182.82465190097437
511,222.0552572834137,185.8073244692148
512,221.07546332262532,185.33279294099208
513,221.8414424023109,185.67173381808175
514,222.2835240822448,186.01067469517142
515,222.22841342073653,186.55298963204632
516,224.6984666443752,188.38328466862768
517,223.4295418341316,187.5020407715774
518,223.62544281010904,187.5020407715774
519,226.65168361412125,189.26452856567795
520,225.51918196111146,189.46787879163458
521,225.77948822691937,188.4510561603656
522,226.0930238316209,188.24767018366603
523,224.55723026713773,186.7563517749173
524,228.43868183495977,188.4510561603656
525,229.98892628847952,190.01015797776654
526,230.92255571470804,190.48470142290356
527,233.55256000263032,192.24720113391837
528,233.80120712974087,189.6712051837625
529,230.12920911953796,187.5020407715774
530,229.2456345250495,186.0106746951714
531,227.57872004655692,185.80678820807037
532,232.1136887488983,187.0980335423005
533,233.16181369736034,187.0980335423005
534,229.33026809648743,185.46697739623536
535,228.05273037709333,185.39902715078267
536,223.25158922840984,182.47668991974444
537,227.9098634784653,185.534963392431
538,228.1025067488124,184.92331584804228
539,231.18098360699523,187.43785627104984
540,232.80417632463113,188.1854519740012
541,233.63602185027858,189.27282273804465
542,236.5395342398131,188.9330476769526
543,234.18935970212442,188.66116327674163
544,233.90954842982845,188.11750172854858
545,231.75579963826218,187.09803354230056
546,232.68241966238872,186.48639791482617
547,231.73679391840216,186.14659901990547
548,227.90668655935445,184.37957088144904
549,226.05253366086535,183.9718455749043
550,226.05253366086535,182.61262616139285
551,228.74384757605839,183.36018611360126
552,223.5280964629571,179.14656779758997
553,222.501724134355,177.7193743047972
554,229.5151244616144,182.61262616139285
555,231.04158916373038,183.15629962650024
556,233.87005103792157,184.92331584804236
557,234.2084666785197,186.21454926535816
558,236.98194793530564,187.7776670828849
559,240.3179522134242,189.61264546679402
560,241.35434779182216,190.76799031011876
561,242.73307565983666,191.65152225471846
562,241.0713746633451,190.15628318115844
563,247.31252676671937,192.87479350966726
564,246.5680719526814,193.75831353735262
565,245.7679051680294,192.87479350966723
566,243.3244634445842,191.17575136740643
567,243.86707458344995,190.70006389849468
568,247.34499878329433,192.9427318382056
569,244.43137074289237,192.2631459652785
570,246.14224402345198,192.4670086185509
571,244.7511347674547,191.3116995259691
572,243.96539897918058,190.42819141519803
573,242.25277300120038,190.97187679721972
574,238.13143552872214,186.48639791482609
575,238.60904363805054,187.57379251269816
576,241.5553736003157,189.81654387080928
577,242.1927664708836,190.29225517354965
578,239.35039034729996,188.93304767695253
579,233.1667187484017,184.8553298518466
580,234.31649392798047,186.28254717846798
581,231.21439891985756,182.06889311171372
582,228.37091590827782,180.9815223476703
583,225.84756302101025,180.70968561511663
584,226.6109722581219,180.77767161131226
585,231.85128170522106,183.9718455749042
586,230.40321564221003,182.40869200663445
587,226.02135665338366,180.57376129038263
588,224.3392290543877,179.96210182907961
589,221.79747062827596,180.43781313181998
590,226.22533830170312,185.19516449751026
591,226.96532873993863,184.6514433647456
592,232.13352538279054,186.14659901990538
593,231.16046543283466,185.670887717165
594,230.65872467468947,184.99126609349494
595,229.92655847240715,185.53496339243097
596,230.43905764545025,185.39902715078264
597,232.19631880915574,186.96215688522375
598,231.1948094256907,186.96215688522375
599,233.65491964069415,186.4184476693734
600,230.6849237942399,184.58350503620724
601,232.74714544278112,185.534963392431
602,232.56763712411626,185.1951644975103
603,231.60984876907875,185.67088771716502
604,232.96083662479265,185.059192505119
605,236.31690997688156,187.70971683743218
606,240.18915366823597,189.2048963264206
607,241.29012175677548,191.24371352977343
608,240.32548151113235,190.97187679721975
609,237.8964065931717,189.27282273804465
610,241.07033455892133,189.8844821993477
611,243.41295865022474,191.58351242469416
612,243.56976918934913,191.92331131961487
613,244.60536332886858,192.53499461474655
614,246.92099113826603,193.62240112953293
615,246.2488731158396,194.0980766815304
616,245.43403617217,193.62240112953296
617,243.0541841168101,191.78742274562384
618,241.39846012626234,190.97187679721978
619,241.97204031644634,190.90391463485278
620,237.19348602978985,187.7776670828849
621,238.21232303744526,187.7776670828849
622,238.01703225460173,187.57379251269822
623,243.25951174937157,190.70006389849473
624,245.27252928950895,192.73886918493324
625,246.01771116493833,192.67090702256624
626,246.64952064627104,192.1272097236302
627,244.95587402613666,192.73886918493324
628,246.9143795054596,193.48645297097028
629,247.51014613003875,193.01071783440125
630,246.02823360369942,192.94273183820562
631,244.11477993397776,192.33110812764554
632,242.8872097697821,190.42819141519806
633,243.00158981297614,190.7000638984947
634,244.32358137685435,193.0786680798539
635,242.84253244786203,192.87479350966723
636,241.44100722467505,191.17575136740643
637,243.30097048175506,192.80687901495747
638,243.91556436302977,192.80687901495747
639,245.29132490874468,193.89422594517228
640,246.40983206732747,194.43788749336537
641,246.80995515209023,195.93305506543948
642,249.0170401365395,197.49620863370922
643,249.78826981480375,198.37966907682298
644,249.271362333964,197.76802153243426
645,247.7403357348589,198.99131662121172
646,250.335790895254,203.34085926195704
647,254.75554162586783,202.93311012158364
648,252.01442554921252,201.03019340913616
649,249.8539371279552,199.26317718759404
650,249.45325413637786,200.55447018948146
651,252.59487094400274,201.57389070807218
652,253.43100245657882,203.2728851826757
653,255.205515885872,204.2923295350951
654,254.09595573740953,204.2923295350951
655,256.4807777637893,206.6030430555732
656,254.59229680580086,204.29232953509506
657,251.60994255050818,201.84571552371156
658,251.61725860562777,202.66126147211563
659,246.86458276171402,198.14688407249596
660,247.98695515294438,200.0220701253208
661,244.82269321600634,196.7578127886129
662,240.09873824003364,196.61892115221323
663,239.68350802863156,197.66070971898262
664,240.92366962121366,198.4940714542951
665,243.43780666446304,199.18860113777947
666,245.40001205397482,201.48055743511793
667,244.5928717871369,201.34165388180392
668,238.388079663669,198.21631201532438
669,238.85173976126129,197.31341508495467
670,243.00014427776003,200.5776843385769
671,244.38585011581975,200.7166355595482
672,242.67012767743546,200.16099751246352
673,242.95146714165955,199.74426301869283
674,239.36196333397908,197.03565564598395
675,239.6988914663629,197.59125794232568
676,233.87977147472105,192.79903768533504
677,233.69815378591474,192.38237469305028
678,238.59922011311681,195.09093439810187
679,237.3137816004735,193.97974172233276
680,238.387107167046,194.39642854844615
681,235.90934678387353,192.3128871656503
682,227.94137770190608,186.13164329243386
683,223.3890331014471,182.1728562722416
684,227.34602961238812,184.0480780758094
685,232.81344053115373,189.39590062914178
686,231.12901333298245,186.68726942260426
687,231.1311520994442,186.68726942260426
688,226.06929203708367,182.86740978955464
689,227.53611266206894,183.63135549895307
690,234.97219264987962,189.46532857197013
691,236.1137813958705,189.04864174585674
692,236.70395659805655,190.29876180876852
693,236.00964186308082,190.02096661905483
694,238.82682403671762,191.82671281213695
695,237.57930266866214,191.6877973419086
696,237.03208426480307,191.9656282823653
697,235.64979902322446,189.88203923191216
698,233.68936758277724,190.09043031262615
699,234.84461854410114,192.45177880205
700,233.73479626925908,191.82671281213695
701,232.62617810244336,190.22933386594016
702,231.69498085435671,189.25700899274207
703,227.12696403743138,185.85383618580585
704,226.93948141581615,186.89557708491796
705,225.82370218426752,183.97862629915238
706,225.77609295298717,184.11754176938072
707,230.87019203007156,187.59015443605963
708,227.78989218870498,186.895577084918
709,224.74629187177482,183.7008311094387
710,222.79301228125846,182.72851815315494
711,222.9614410875701,183.3535722261537
712,226.43641738513747,184.25642148886612
713,225.8592338508398,184.39533695909446
714,225.5168719452345,182.79794609598335
715,222.10129648231444,179.53368875927546
716,222.49893993421162,179.53368875927546
717,216.53959708883323,175.78328090288286
718,218.15923659048403,176.54727427993856
719,220.1890031417115,178.83914715887676
720,218.42505878636277,177.51959915313662
721,220.94162034433754,177.51959915313662
722,221.91810656403007,179.53368875927544
723,217.7640877999559,175.92220829002548
724,211.73432220920816,173.00518600277397
725,210.34543933605454,172.2412283764612
726,208.87903258034405,172.5190235661749
727,203.2984800311401,168.42135682649726
728,205.2008103333762,169.94931974678002
729,200.65568416372088,170.8521928433211
730,200.7133632631244,172.7273788961459
731,204.66049897075024,174.60258878279933
732,200.23137896144,171.26890350326306
733,200.85455804122236,173.1441014730022
734,199.79908928295472,173.49136035628723
735,197.81936113502982,171.54669869297675
736,198.2611488421776,172.86630628328848
737,197.76829000559212,170.713289290007
738,202.01698635913593,174.3247935930856
739,207.9168918420435,178.56136388607723
740,212.3480612498005,180.29765830250238
741,210.58015545574665,179.3947852059613
742,209.05450120297246,177.51959915313648
743,210.07178357335124,178.76971921604826
744,208.8036296632359,176.96398493988045
745,211.75091279423305,178.90864660319093
746,211.1898352764241,178.35299663919193
747,210.16739135657465,176.54727427993842
748,205.03638512549045,171.6161623865481
749,204.61244665809633,171.33835527992008
750,204.55184399033027,170.50491012620736
751,204.22444490963883,170.15765124292233
752,201.05251877384794,167.86573069632684
753,198.89749910012193,166.3377916098727
754,205.46515943069616,169.7409524998946
755,199.22596592545796,165.99053272658767
756,195.971606327996,163.7680877904778
757,195.7497146262179,164.1153228399342
758,198.30869108101885,168.00464616655515
759,195.99761468598797,166.4072433865297
760,194.9526227601151,165.01819593647528
761,189.8610050303608,160.85107742014065
762,185.29307739255924,154.94764065355224
763,185.49955026256208,153.41970156709814
764,186.91678313224452,154.18368302723954
765,183.67336248417564,151.19723279715967
766,189.88548154843448,155.71163403060797
767,190.42519043606842,157.3090248937191
768,187.17525280522747,155.919989360579
769,181.63603742381179,152.1695815041864
770,187.7667663887518,157.5868200834328
771,188.9508268606276,158.35078962665983
772,189.89523900170028,160.43436676019863
773,192.1924013207994,161.13988383868605
774,191.33660108708287,161.28099202114927
775,192.51139185870704,162.33926168042322
776,197.67493289708676,164.17359655095908
777,197.08766827176376,164.80856549667203
778,194.04289856140198,164.6674453972945
779,191.64674971765007,163.18589885828817
780,193.89609147712883,164.6674453972945
781,193.9627540324189,164.9496498453066
782,195.7708764093725,166.50180410165896
783,196.49017439221382,166.0079433384092
784,194.08834478809692,163.36416397960116
785,194.74186051578351,164.35381604622054
786,194.97844277623133,164.77795094378394
787,200.90789491041306,168.94863261750027
788,199.4322503633449,168.59520077259748
789,199.42974559321624,168.45380658419057
790,196.74892332606245,166.6865758581907
791,201.1617969685603,169.7262351107094
792,202.7520336481233,170.78659022998937
793,205.35223056207312,172.34177138257903
794,204.98527595711235,172.62452400864984
795,204.55353813390184,172.6952032274818
796,203.7947796891557,171.56415697245555
797,203.05797695699462,171.8469215154407
798,200.80477016755844,169.72623511070938
799,198.45341409109642,167.11068692192543
800,197.66874667136003,166.68657585819068
801,199.22968545384592,168.24175701078033
802,200.25920212203303,169.09002680590712
803,196.35438956052576,164.7779509437839
804,196.62539397904655,165.06071548676906
805,198.63654594865088,166.2624409606273
806,194.90595740958412,162.79863489363086
807,192.6663148970517,161.031404167631
808,193.41215554657256,161.38483601253378
809,193.57036649885714,162.44517921489944
810,190.1650882541814,158.62792938608592
811,190.92133808510152,159.7589756411122
812,193.51686323265452,163.15206673853368
813,194.00628169380434,164.00036036748912
814,190.91689706562045,160.67793657198527
815,190.77720022583495,160.9606891980561
816,188.6249596618887,159.12277925322425
817,188.42215970385573,158.4158678957614
818,189.43980729820262,159.82965485994416
819,188.102976217672,158.48655903150768
820,184.30387934856833,156.57793411710094
821,184.05747405514987,155.0934560171719
822,182.0374875738788,152.19516711923146
823,179.49558205544932,151.98308179507828
824,175.51080300640152,148.802040271067
825,175.28790660992135,148.3072142377573
826,173.95904860685124,146.2572189687723
827,171.3579386671236,144.48995249202946
828,174.39718429374133,148.16585580009337
829,177.65868636355228,151.62963803326113
830,177.42100328956138,152.68996931871246
